"","X","REGION","ISLAND","SPECIES","TAXONNAME","FAMILY","CONSUMER_GROUP","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"335",335,"MARIAN","Guam","SCSC","Scarus schlegeli","Scaridae","PRIMARY",4975,"Scarus",2334,"(Bleeker, 1861)","Yellowband parrotfish","Scsch_m1.jpg",NA,NA,NA,364,"Scarinae",4784,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,50,37816,NA,NA,NA,NA,NA,NA,NA,30.75,40,"TL",30,"TL",9137,NA,NA,NA,NA,NA,NA,NA,NA,"SCSCH_U4","SCSCH_F0",NA,NA,9137,"commercial","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits lagoon and seaward reefs from 1 to over 50 m depth.  Adults are common in areas with rich coral and high vertical relief (Ref. 9710, 48636).  A solitary species (Ref. 90102).  Juveniles may school with other species.  Form feeding aggregations on rubble and mixed rubble-coral slopes rather than on flats.  Females often in schools of mixed species when feeding, males usually seen separate (Ref. 48636). Feeds on benthic algae (Ref. 89972). Males exhibit territorial tendencies.",NA,0.5,0,14,697420800,2291,1413504000,14,802569600,NA
"336",336,"MARIAN","Guam","SCSP","Scarus sp","Scaridae","PRIMARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",337,"MARIAN","Guam","SECY","Sebastapistes cyanostigma","Scorpaenidae","SECONDARY",5811,"Sebastapistes",1602,"(Bleeker, 1856)","Yellowspotted scorpionfish","Secya_u5.jpg",NA,NA,NA,264,"Scorpaeninae",3812,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,30,30874,2,15,37816,NA,NA,NA,NA,25.03,10,"TL",NA,NA,48635,6.4,"SL",NA,NA,37816,NA,NA,NA,"SECYA_U1",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"venomous",2334,"no special ability",NA,NA,-1,"Found in reef crests with rich coral growth (Ref. 48635).  Typically found among the branches of <i>Pocillopora</i> corals in surge areas of seaward reefs (Ref.  1602).  Also observed between the branches of the fire coral <i>Millepora</i> and <i>Styllophora</i> (Eran Brokovich, pers. comm. 03/02). Solitary or in small groups (Ref 90102).",NA,0.501,0,14,708307200,65,1374105600,14,778291200,NA
"338",338,"MARIAN","Guam","SIAR","Siganus argenteus","Siganidae","PRIMARY",4614,"Siganus",1419,"(Quoy & Gaimard, 1825)","Streamlined spinefoot","Siarg_u0.jpg",NA,NA,NA,413,NA,3273,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,0,40,9813,1,30,27115,NA,NA,NA,NA,22.2,40,"TL",NA,NA,9813,25,"TL",NA,NA,9813,NA,NA,NA,"SIARG_U2",NA,NA,NA,9391,"commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,-1,0,0,-1,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial",NA,27115,0,NA,"venomous",4537,"no special ability",NA,NA,-1,"Inhabits coastal and inner reef slopes and lagoons. Usually occurs in large schools that swim fast and well above the substrate, occasionally all diving down to the bottom to feed (Ref. 48637).  Juveniles and adults occur in small schools (2-100) around coral reefs, typically in surge zone at reef edge.  Juveniles live near the surface in dense aggregations up to several km offshore, migrating to reef flats just prior to metamorphosis.  Feeds on algae (Ref. 30573).  Juveniles and adults not frequently found in markets; but prejuveniles form a brief but important fishery when migrating on to the reef flat, e.g. combined catch (with <i>Siganus spinus</i> of 16 tonnes in one season in Guam.  Prejuveniles eaten fresh, pickled in brine or made into fish paste (Ref. 9813).  Consumed as food although it is known to be occasionally poisonous (Ref. 4537).  Used in Chinese medicine (Ref. 12166).",NA,0.5,0,14,682905600,949,1524009600,48,813888000,NA
"339",339,"MARIAN","Guam","SIPN","Siganus punctatus","Siganidae","PRIMARY",4621,"Siganus",1419,"(Schneider & Forster, 1801)","Goldspotted spinefoot","Sipun_ua.jpg",NA,NA,NA,413,NA,3273,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,40,1602,NA,NA,NA,NA,NA,NA,NA,24.3,40,"TL",NA,NA,9710,30,"TL",NA,NA,9813,NA,NA,NA,"SIPUN_U1",NA,NA,NA,NA,"commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,-1,-1,0,0,0,0,0,NA,NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",4537,"no special ability",NA,NA,-1,"Occurs in clear lagoons and seaward reefs.  Juveniles live in schools of up to about 50 fish with pairing commencing as small as 15 cm, but fish may still be schooling at 22 cm SL; older fish live in pairs.  Feeds on benthic algae (Ref. 9813).  Adults on deep coastal reefs, juveniles in shallow estuaries (Ref. 48637).",NA,0.5,0,14,682905600,1472,1149206400,48,813974400,NA
"340",340,"MARIAN","Guam","SISI","Siganus spinus","Siganidae","PRIMARY",4457,"Siganus",1419,"(Linnaeus, 1758)","Little spinefoot","Siver_u6.jpg",NA,NA,NA,413,NA,3273,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,50,28016,1,20,27115,NA,NA,NA,NA,13.79,28,"TL",NA,NA,9710,18,"TL",NA,NA,9813,NA,NA,NA,"SISPI_U0",NA,NA,NA,NA,"minor commercial","high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"seines",NA,0,0,0,-1,-1,0,0,0,0,0,"never/rarely",NA,1419,"never/rarely",NA,"commercial",NA,27115,0,NA,"venomous",4690,"no special ability",NA,NA,-1,"Adults inhabit shallow coral reef flats.  Found in rivers (Ref. 12792, 48637).  Occurs in small schools (usually less than 10 individuals).  Juveniles gather in larger numbers in corals with algae-grown at their bases (Ref. 48637).  Initially, they browse on fine textured, e.g. filamentous algae, switching to coarser algae with increasing size.  Both adults and juveniles are diurnal feeders (Ref. 4666).  Fry are marketed fresh, pickled in brine or made into fish paste (Ref. 9813).  Can inflict painful stings (Ref. 4690).",NA,0.5,0,2,677289600,97,1496793600,48,813974400,NA
"341",341,"MARIAN","Guam","SNDP","Parapercis sp","Pinguipedidae","SECONDARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",342,"MARIAN","Guam","SPBA","Sphyraena barracuda","Sphyraenidae","PISCIVORE",1235,"Sphyraena",4339,"(Edwards, 1771)","Great barracuda","Spbar_ud.jpg",NA,NA,NA,360,NA,997,NA,"elongated","R",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,NA,NA,1,100,6949,3,30,40849,NA,NA,NA,NA,78.57,200,"TL",NA,NA,7251,140,"TL",NA,NA,3692,50000,NA,6949,"SPBAR_U4",NA,NA,NA,4752,"minor commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"hooks and lines","trolling lines (LTL)",-1,-1,-1,0,0,-1,0,0,-1,-1,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",13603,-1,4699,"traumatogenic",4690,"no special ability",NA,NA,-1,"Found predominantly at or near the surface (Ref. 6949, 48637). Juvenile occurs among mangroves, estuaries and shallow sheltered inner reef areas; adult occurs in a wide range of habitats from murky inner harbors to open seas.  Diurnal and solitary, but can also be found in small aggregations.  Feeds on fishes, cephalopods and sometimes on shrimps (Ref. 9626, 48637).  Sold fresh.  Utilized also dried or salted (Ref. 9987).  Although this species is ciguatoxic elsewhere throughout its range, it has not been reported to be poisonous in the eastern Atlantic (Ref. 6949, 48637).  Rarely attacks humans, usually with one quick, fierce strike, which, although serious, is rarely fatal.  The world's record on hook and line is a 5.5-ft.  fish taken in the Bahamas that weighed 103 lbs. (Ref. 13442).  Caught by handline, set nets, and other fishing gear (Ref. 9768).",NA,0.5,0,2,656121600,14,1551139200,113,855792000,NA
"343",343,"MARIAN","Guam","SPDE","Spratelloides delicatulus","Clupeidae","PLANKTIVORE",1457,"Spratelloides",188,"(Bennett, 1832)","Delicate round herring","Spdel_u0.jpg",NA,NA,NA,43,"Incertae sedis",573,NA,"fusiform / normal","R",NA,"The species in the genera <i>Spratelloides</i> Bleeker, 1851 and <i>Jenkinsia</i> Jordan & Evermann, 1896 should most probably be assigned to a separated family from Clupeidae and Dussumieriidae (Lavou<e9>, pers. comm., July 2013).  See a preliminary analysis in Lavou<e9> <i>et al.</i> (2013: Ref. 93878).",1,0,0,-1,"reef-associated",NA,NA,NA,NA,0,50,188,NA,NA,NA,NA,NA,NA,NA,10,7,"SL",NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,"SPDEL_U1",NA,NA,NA,171,"minor commercial","low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,-1,0,0,0,0,0,0,-1,-1,-1,"never/rarely",NA,NA,"usually",6822,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Pelagic (Ref. 68964). Usually an inshore schooling species, inhabiting relatively clear coastal waters, lagoons, and along reef margins.  Feeds near surface on plankton.  Found in large schools (Ref. 9710).  Pelagic (Ref. 58302).  Marketed fresh or dried-salted (Ref. 5213) and used as tuna baitfish.",NA,0.5625,0,3,656121600,14,1446163200,303,1374624000,NA
"344",344,"MARIAN","Guam","SPQE","Sphyraena qenie","Sphyraenidae","PISCIVORE",7939,"Sphyraena",5491,"Klunzinger, 1870","Blackfin barracuda","Spqen_u6.jpg",NA,NA,NA,360,NA,997,NA,"elongated","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,100,89972,NA,NA,NA,NA,NA,NA,NA,76.05,170,"TL",NA,NA,9710,80,"TL",NA,NA,9768,7140,NA,40637,"SPQEN_U3",NA,NA,NA,NA,"commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4699,"reports of ciguatera poisoning",4537,"no special ability",NA,NA,-1,"Found near current-swept lagoon and seaward reefs (Ref. 9710). Feeds on fishes (Ref. 89972). Usually seen in large semi-stationary schools during the day (Ref. 9768) which have a tendency to occupy the same site for months or even years at a time.  Probably disperses at night to feed (Ref. 1602).  Often hooked by trolling between dusk and dawn (Ref. 37816).",NA,0.5,0,34,735350400,2291,1413849600,113,855792000,NA
"345",345,"MARIAN","Guam","STAL","Stegastes albifasciatus","Pomacentridae","PRIMARY",4340,"Stegastes",510,"(Schlegel & M<fc>ller, 1839)","Whitebar gregory","Stalb_u4.jpg","Stalb_m2.jpg",NA,NA,350,"Pomacentrinae",768,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,0,4,1602,NA,NA,NA,NA,NA,NA,NA,23.25,13,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A territorial herbivore.  Adults inhabit reef flats, shallow lagoons, and semi-sheltered reef margins; common among patches of rubble or porous reef rock, surrounded by live coral, particularly in areas of mild surge (Ref. 1602).  Also in high energy zones with mixed corals and short algae.  They occur in small loose aggregations (Ref. 48636). Feeds on filamentous algae (Ref. 89972). Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).",NA,0.5,0,14,676252800,2291,1413244800,14,771120000,NA
"346",346,"MARIAN","Guam","STBN","Stethojulis bandanensis","Labridae","PLANKTIVORE",5640,"Stethojulis",36378,"(Bleeker, 1851)","Red shoulder wrasse","Stban_u0.jpg",NA,NA,NA,362,"Corinae",5483,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,3,30,9311,NA,NA,NA,NA,NA,NA,NA,24.31,15,"TL",8,"TL",30874,NA,NA,NA,NA,NA,NA,NA,NA,"STBAN_U1",NA,NA,NA,9823,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Usually found in shallow clear water of reef flats and lagoon and seaward reefs, in areas of mixed sand, rubble and coral (Ref. 9710, 58534).  Usually solitary or in small groups (Ref. 9311).  Feeds mainly on demersal planktonic crustaceans and small benthic invertebrates.  Female length is from Ref. 9137.  Replaced by <i>S. albovittatus </i.> in the Andaman Sea (Ref. 90102).",NA,0.501,0,14,708134400,2310,1369008000,113,805334400,NA
"347",347,"MARIAN","Guam","STFA","Stegastes fasciolatus","Pomacentridae","PRIMARY",4347,"Stegastes",510,"(Ogilby, 1889)","Pacific gregory","Stfas_u0.jpg",NA,NA,NA,350,"Pomacentrinae",768,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,30,9710,1,5,9710,NA,NA,NA,NA,24.6,16.5,"NG",NA,NA,89467,NA,NA,NA,NA,NA,NA,NA,NA,"STFAS_U2",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit rocky and coral reefs exposed to mild to moderate surge (Ref. 9710).  Benthopelagic (Ref. 58302).  They occur solitary among boulders (Ref. 48636).  Territorial in areas where filamentous algae cover rocks and dead coral (Ref. 9710).  Monogamous (Ref. 52884).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).",NA,0.5,0,14,676512000,2,1341964800,14,771206400,NA
"348",348,"MARIAN","Guam","STNI","Stegastes nigricans","Pomacentridae","PRIMARY",4352,"Stegastes",510,"(Lacep<e8>de, 1802)","Dusky farmerfish","Stnig_u1.jpg",NA,NA,NA,350,"Pomacentrinae",768,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,12,7247,NA,NA,NA,NA,NA,NA,NA,12.75,14,"TL",NA,NA,4391,9,"TL",NA,NA,5450,NA,NA,NA,"STNIG_U0",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",13603,0,NA,"traumatogenic",510,"no special ability",NA,NA,-1,"Adults inhabit reef flats and lagoon reefs.  Frequently occur in colonies associated with live or dead branching staghorn coral (<i>Acropora</i>).  Feed on algae, gastropods, sponges, and copepods.  Territorial, maintain and 'weed' filamentous algae patches growing on dead coral (Ref. 9710).  They attack human intruders without hesitation, sometimes taking painful nips.  Particularly aggressive during reproductive periods.  The species emit clicking noises during aggressive encounters.  Oviparous, males tend the nest visited by several females (Ref. 59295).",NA,0.5,0,14,676512000,2,1311206400,14,771465600,NA
"349",349,"MARIAN","Guam","STSP","Stegastes sp","Pomacentridae","PRIMARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",350,"MARIAN","Guam","STST","Stethojulis strigiventer","Labridae","SECONDARY",5641,"Stethojulis",36378,"(Bennett, 1833)","Three-ribbon wrasse","Ststr_u1.jpg",NA,NA,NA,362,"Corinae",5483,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,15,48636,NA,NA,NA,NA,NA,NA,NA,24.31,15,"TL",7,"TL",2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits seagrass beds and areas of mixed sand, rubble, and algae of inner reef flats and shallow lagoons.  Female length is from Ref. 9137.  Swims in small aggregations over large areas.  Maximum depth reported taken from Ref. 48636.",NA,0.501,0,14,708134400,1,1134950400,711,997228800,NA
"351",351,"MARIAN","Guam","SUBU","Sufflamen bursa","Balistidae","SECONDARY",6029,"Sufflamen",1602,"(Bloch & Schneider, 1801)","Boomerang triggerfish","Subur_u2.jpg",NA,NA,NA,445,NA,6556,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,3,90,1602,NA,NA,NA,NA,NA,NA,NA,26.63,25,"TL",NA,NA,4420,NA,NA,NA,NA,NA,NA,NA,NA,"SUBUR_U0",NA,NA,NA,9770,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,-1,0,-1,0,0,0,0,0,-1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabit clear inner and outer reef habitats from exposed algae reef flats to deep along drop-offs (Ref. 48637).  Occur in seaward reefs below the surge zone (Ref. 205).  Benthopelagic (Ref. 58302).  Feed on crabs, bivalves, gastropods, algae,  echinoids, tunicates, worms, eggs, and detritus.  Oviparous (Ref. 205).  Also taken by drive-in nets (Ref. 9770).",NA,0.5312,0,14,711158400,1472,1199836800,124,812592000,NA
"352",352,"MARIAN","Guam","SUCH","Sufflamen chrysopterum","Balistidae","SECONDARY",5842,"Sufflamen",1602,"(Bloch & Schneider, 1801)","Halfmoon triggerfish","Suchr_u5.jpg",NA,NA,NA,445,NA,6556,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,30,1602,NA,NA,NA,NA,NA,NA,NA,29.77,30,"TL",NA,NA,30573,NA,NA,NA,NA,NA,NA,NA,NA,"SUCHR_U1",NA,NA,NA,9770,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,-1,0,-1,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",10361,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabit coastal to outer reefs.  Habitats from silty lagoons to pristine outer reef walls (Ref. 48637).  Occur in shallow lagoon and seaward reefs.  Solitary and territorial.  Feed on a wide variety of invertebrates.  Also taken by drive-in nets (Ref. 9770).  Oviparous (Ref. 205).  Monogamous (Ref. 52884).",NA,0.5312,0,3,708566400,1472,1192665600,124,812592000,NA
"353",353,"MARIAN","Guam","SYBI","Synodus binotatus","Synodontidae","PISCIVORE",7292,"Synodus",3520,"Schultz, 1953","Two-spot lizard fish","Sybin_u7.jpg",NA,NA,NA,160,"Synodontinae",3034,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,88,86942,1,10,11228,NA,NA,NA,NA,12.93,18,"TL",NA,NA,11228,10,"TL",NA,NA,3520,NA,NA,NA,"SYBIN_U0",NA,NA,NA,3520,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"trawls","unspecified bottom trawls (TB)",0,0,0,0,-1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in coral reefs (Ref. 11228).  Benthic (Ref. 58302).  Generally solitary and typically rests on hard surfaces, occasionally with a head down position on a steep slope (Ref. 1602). Feeds on small fishes and shrimps (Ref. 89972). Sold fresh in markets.",NA,0.5,0,42,729129600,2291,1428537600,113,853718400,NA
"354",354,"MARIAN","Guam","SYVA","Synodus variegatus","Synodontidae","PISCIVORE",5398,"Synodus",2334,"(Lacep<e8>de, 1803)","Variegated lizardfish","Syvar_uq.jpg",NA,NA,NA,160,"Synodontinae",3034,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,3,121,58302,5,60,37816,NA,NA,NA,NA,29.57,40,"TL",NA,NA,637,30,"TL",NA,NA,637,NA,NA,NA,"SYVAR_U4",NA,NA,NA,9391,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits deep lagoon and seaward reefs to depths over 40 m (Ref. 9710); sometimes found on sandy bottoms concealing itself in the sand.  Prefers to rest on hard surfaces and frequently occurs in pairs (Ref. 37816).  Benthic (Ref. 58302).  Feeds on small fishes by seizing these from passing schools, also shrimps (Ref. 89972).  Caught with various types of artisanal gear; sold fresh or dried salted in markets.  Minimum depth reported taken from Ref. 30874.",NA,0.5,0,14,703296000,2291,1412035200,14,777081600,NA
"355",355,"MARIAN","Guam","THAM","Thalassoma amblycephalum","Labridae","PLANKTIVORE",5642,"Thalassoma",2334,"(Bleeker, 1856)","Bluntheaded wrasse","Thamb_m2.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,15,1602,1,15,27115,NA,NA,NA,NA,30.38,16,"SL",NA,NA,9823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9823,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in aggregations over shallow lagoon and seaward reefs (Ref. 9710) and on reef flats (Ref. 9823).  Feeds mainly on crustacean zooplankton (Ref. 1602).  Spawns at dusk above reefs (Ref. 90102).  Rarely marketed (Ref. 2334).",NA,0.5,0,14,708134400,2310,1369008000,14,801792000,NA
"356",356,"MARIAN","Guam","THHA","Thalassoma hardwicke","Labridae","PLANKTIVORE",5643,"Thalassoma",2334,"(Bennett, 1830)","Sixbar wrasse","Thhar_u1.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,0,15,2334,0,15,27115,NA,NA,NA,NA,13.88,20,"TL",NA,NA,48636,15,"TL",NA,NA,6113,NA,NA,NA,"THHAR_U0",NA,NA,NA,NA,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in shallow lagoon and seaward reefs, slopes and along drop-offs to moderate depths.  Occurs in small, loose groups (Ref. 48636).  Feeds on benthic and planktonic crustaceans, small fishes, and foraminiferans.",NA,0.5,0,14,708134400,303,1270512000,14,801792000,NA
"357",357,"MARIAN","Guam","THJA","Thalassoma jansenii","Labridae","SECONDARY",5644,"Thalassoma",2334,"(Bleeker, 1856)","Jansen's wrasse","Thjan_u0.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,15,1602,1,12,27115,NA,NA,NA,NA,28.6,20,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"THJAN_U0",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in groups  (Ref. 90102) in exposed crests of seaward and lagoon reefs, usually rock-based.  Minimum depth reported from Ref. 27115.  Replaced by <i>T. nigrofascatum</i> in Papua New Guinea (Ref. 90102).",NA,0.5,0,14,708134400,2310,1369008000,14,801792000,NA
